url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,1,Poor Little Fool,Ricky Nelson,Poor Little FoolRicky Nelson,1,,1,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,2,Patricia,Perez Prado And His Orchestra,PatriciaPerez Prado And His Orchestra,1,,2,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,3,Splish Splash,Bobby Darin,Splish SplashBobby Darin,1,,3,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,6,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,Rebel-'rouserDuane Eddy His Twangy Guitar And The Rebels,1,,6,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,16,One Summer Night,The Danleers,One Summer NightThe Danleers,1,,16,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,20,Do You Want To Dance,Bobby Freeman,Do You Want To DanceBobby Freeman,1,,20,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,22,A Certain Smile,Johnny Mathis,A Certain SmileJohnny Mathis,1,,22,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,26,Born Too Late,Poni-Tails,Born Too LatePoni-Tails,1,,26,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,28,Secretly,Jimmie Rodgers,SecretlyJimmie Rodgers,1,,28,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,30,Angel Baby,Dean Martin,Angel BabyDean Martin,1,,30,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,31,Chantilly Lace,Big Bopper,Chantilly LaceBig Bopper,1,,31,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,32,Blue Blue Day,Don Gibson,Blue Blue DayDon Gibson,1,,32,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,34,Don't Ask Me Why,Elvis Presley With The Jordanaires,Don't Ask Me WhyElvis Presley With The Jordanaires,1,,34,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,35,Rock-in Robin,Bobby Day,Rock-in RobinBobby Day,1,,35,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,38,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,Somebody Touched MeBuddy Knox with the Rhythm Orchids,1,,38,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,39,That's How Much I Love You,Pat Boone,That's How Much I Love YouPat Boone,1,,39,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,40,Crazy Eyes For You,Bobby Hamilton,Crazy Eyes For YouBobby Hamilton,1,,40,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,43,Come What May,Clyde McPhatter,Come What MayClyde McPhatter,1,,43,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,46,(It's Been A Long Time) Pretty Baby,Gino & Gina,(It's Been A Long Time) Pretty BabyGino & Gina,1,,46,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,48,Return To Me,Dean Martin,Return To MeDean Martin,1,,48,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,49,All I Have To Do Is Dream,The Everly Brothers,All I Have To Do Is DreamThe Everly Brothers,1,,49,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,50,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,By The Light Of The Silvery MoonJimmy Bowen with the Rhythm Orchids,1,,50,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,50,"Baubles, Bangles And Beads",The Kirby Stone Four,"Baubles, Bangles And BeadsThe Kirby Stone Four",1,,50,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,53,Come Closer To Me (Acercate Mas),Nat King Cole,Come Closer To Me (Acercate Mas)Nat King Cole,1,,53,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,4,Hard Headed Woman,Elvis Presley With The Jordanaires,Hard Headed WomanElvis Presley With The Jordanaires,1,,4,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,8,My True Love,Jack Scott,My True LoveJack Scott,1,,8,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,10,Fever,Peggy Lee,FeverPeggy Lee,1,,10,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,60,Over And Over,Bobby Day,Over And OverBobby Day,1,,60,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,63,Padre,Toni Arden,PadreToni Arden,1,,63,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,66,Delicious!,Jim Backus & Friend,Delicious!Jim Backus & Friend,1,,66,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,67,Big Man,The Four Preps,Big ManThe Four Preps,1,,67,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,69,Op,The Honeycones,OpThe Honeycones,1,,69,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,70,Don't Go Home,The Playmates,Don't Go HomeThe Playmates,1,,70,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,72,Stupid Cupid,Connie Francis,Stupid CupidConnie Francis,1,,72,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,11,Ginger Bread,Frankie Avalon,Ginger BreadFrankie Avalon,1,,11,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,12,Just A Dream,Jimmy Clanton And His Rockets,Just A DreamJimmy Clanton And His Rockets,1,,12,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,13,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up)Patti Page,1,,13,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,14,If Dreams Came True,Pat Boone,If Dreams Came TruePat Boone,1,,14,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,15,For Your Precious Love,Jerry Butler and The Impressions,For Your Precious LoveJerry Butler and The Impressions,1,,15,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,17,Endless Sleep,Jody Reynolds,Endless SleepJody Reynolds,1,,17,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,18,Little Star,The Elegants,Little StarThe Elegants,1,,18,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,19,Everybody Loves A Lover,Doris Day,Everybody Loves A LoverDoris Day,1,,19,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,21,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,Guess Things Happen That WayJohnny Cash And The Tennessee Two,1,,21,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,29,Enchanted Island,The Four Lads,Enchanted IslandThe Four Lads,1,,29,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,36,"No Chemise, Please",Gerry Granahan,"No Chemise, PleaseGerry Granahan",1,,36,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,37,Moon Talk,Perry Como,Moon TalkPerry Como,1,,37,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,41,Early In The Morning,Buddy Holly,Early In The MorningBuddy Holly,1,,41,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,44,Jennie Lee,Jan & Arnie,Jennie LeeJan & Arnie,1,,44,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,45,Kathy-O,The Diamonds,Kathy-OThe Diamonds,1,,45,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,47,I Wonder Why,Dion & The Belmonts,I Wonder WhyDion & The Belmonts,1,,47,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,52,Early In The Morning,The Rinky-Dinks,Early In The MorningThe Rinky-Dinks,1,,52,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,54,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré)Domenico Modugno,1,,54,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,55,Let's Go Steady For The Summer,The Three G's,Let's Go Steady For The SummerThe Three G's,1,,55,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,56,Leroy,Jack Scott,LeroyJack Scott,1,,56,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,58,Fool's Paradise,The Crickets,Fool's ParadiseThe Crickets,1,,58,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,61,Itchy Twitchy Feeling,Bobby Hendricks,Itchy Twitchy FeelingBobby Hendricks,1,,61,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,62,For Your Love,Ed Townsend,For Your LoveEd Townsend,1,,62,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,63,High School Confidential,Jerry Lee Lewis And His Pumping Piano,High School ConfidentialJerry Lee Lewis And His Pumping Piano,1,,63,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,79,The Bird On My Head,David Seville,The Bird On My HeadDavid Seville,1,,79,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,78,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,Betty Lou Got A New Pair Of ShoesBobby Freeman,1,,78,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,81,Beautiful Delilah,Chuck Berry,Beautiful DelilahChuck Berry,1,,81,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,82,Blip Blop,Bill Doggett,Blip BlopBill Doggett,1,,82,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,84,Summertime Blues,Eddie Cochran,Summertime BluesEddie Cochran,1,,84,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,71,Got A Match?,Frank Gallup,Got A Match?Frank Gallup,1,,71,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,73,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,Hey Girl - Hey BoyOscar McLollie and Jeanette Baker,1,,73,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,74,Gotta Have Rain,Eydie Gorme,Gotta Have RainEydie Gorme,1,,74,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,76,Midnight,Paul Anka,MidnightPaul Anka,1,,76,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,77,Happy Years,The Diamonds,Happy YearsThe Diamonds,1,,77,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,80,Johnny B. Goode,Chuck Berry,Johnny B. GoodeChuck Berry,1,,80,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,85,Got A Match?,The Daddy-O's,Got A Match?The Daddy-O's,1,,85,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,87,Jealousy,Kitty Wells,JealousyKitty Wells,1,,87,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,88,Just Like In The Movies,The Upbeats,Just Like In The MoviesThe Upbeats,1,,88,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,95,Little Mary,Fats Domino,Little MaryFats Domino,1,,95,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,33,The Freeze,Tony And Joe,The FreezeTony And Joe,1,,33,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,89,Blue Boy,Jim Reeves,Blue BoyJim Reeves,1,,89,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,90,Stay,The Ames Brothers,StayThe Ames Brothers,1,,90,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,92,Bird Dog,The Everly Brothers,Bird DogThe Everly Brothers,1,,92,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,93,Are You Really Mine,Jimmie Rodgers,Are You Really MineJimmie Rodgers,1,,93,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,94,She Was Only Seventeen (He Was One Year More),Marty Robbins,She Was Only Seventeen (He Was One Year More)Marty Robbins,1,,94,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,96,Over And Over,Thurston Harris,Over And OverThurston Harris,1,,96,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,91,The Purple People Eater Meets The Witch Doctor,Joe South,The Purple People Eater Meets The Witch DoctorJoe South,1,,91,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,24,The Purple People Eater,Sheb Wooley,The Purple People EaterSheb Wooley,1,,24,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,27,Think It Over,The Crickets,Think It OverThe Crickets,1,,27,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,97,I Believe In You,Robert & Johnny,I Believe In YouRobert & Johnny,1,,97,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,98,Little Serenade,The Ames Brothers,Little SerenadeThe Ames Brothers,1,,98,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,99,I'll Get By (As Long As I Have You),Billy Williams,I'll Get By (As Long As I Have You)Billy Williams,1,,99,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,100,Judy,Frankie Vaughan,JudyFrankie Vaughan,1,,100,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,7,Yakety Yak,The Coasters,Yakety YakThe Coasters,1,,7,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,42,You Cheated,The Slades,You CheatedThe Slades,1,,42,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,57,You Need Hands,Eydie Gorme,You Need HandsEydie Gorme,1,,57,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,65,You're Making A Mistake,The Platters,You're Making A MistakeThe Platters,1,,65,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,59,Young And Warm And Wonderful,Tony Bennett,Young And Warm And WonderfulTony Bennett,1,,59,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,5,When,Kalin Twins,WhenKalin Twins,1,,5,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,9,Willie And The Hand Jive,The Johnny Otis Show,Willie And The Hand JiveThe Johnny Otis Show,1,,9,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,74,Win Your Love For Me,Sam Cooke,Win Your Love For MeSam Cooke,1,,74,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,86,To Be Loved,Jackie Wilson,To Be LovedJackie Wilson,1,,86,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,83,Try The Impossible,Lee Andrews And The Hearts,Try The ImpossibleLee Andrews And The Hearts,1,,83,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,68,Volare (Nel Blu Dipinto Di Blu),Dean Martin,Volare (Nel Blu Dipinto Di Blu)Dean Martin,1,,68,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,23,Western Movies,The Olympics,Western MoviesThe Olympics,1,,23,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,25,What Am I Living For,Chuck Willis,What Am I Living ForChuck Willis,1,,25,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,42,Susie Darlin',Robin Luke,Susie Darlin'Robin Luke,1,,42,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,43,Devoted To You,The Everly Brothers,Devoted To YouThe Everly Brothers,1,,43,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,51,Alone With You,Faron Young,Alone With YouFaron Young,1,,51,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,58,Drip Drop,The Drifters,Drip DropThe Drifters,1,,58,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,73,Tears On My Pillow,Little Anthony And The Imperials,Tears On My PillowLittle Anthony And The Imperials,1,,73,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,67,Lean Jean,Bill Haley And His Comets,Lean JeanBill Haley And His Comets,1,,67,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,76,Just Married,Marty Robbins,Just MarriedMarty Robbins,1,,76,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,78,Harvey's Got A Girl Friend,Royal Teens,Harvey's Got A Girl FriendRoyal Teens,1,,78,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,81,Looking Back,Nat King Cole,Looking BackNat King Cole,1,,81,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,86,Moonlight Bay,The Drifters,Moonlight BayThe Drifters,1,,86,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,92,La Paloma,Billy Vaughn And His Orchestra,La PalomaBilly Vaughn And His Orchestra,1,,92,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,94,Midnighter,The Champs,MidnighterThe Champs,1,,94,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,96,Down In Virginia,Jimmy Reed,Down In VirginiaJimmy Reed,1,,96,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,55,The Freeze,Tony And Joe,The FreezeTony And Joe,1,33,33,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,87,Come In Stranger,Johnny Cash And The Tennessee Two,Come In StrangerJohnny Cash And The Tennessee Two,1,,87,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,88,Cerveza,Boots Brown And His Blockbusters,CervezaBoots Brown And His Blockbusters,1,,88,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,95,Chariot Rock,The Champs,Chariot RockThe Champs,1,,95,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,97,Sunday Barbecue,Tennessee Ernie Ford,Sunday BarbecueTennessee Ernie Ford,1,,97,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,89,The Purple People Eater Meets The Witch Doctor,Joe South,The Purple People Eater Meets The Witch DoctorJoe South,1,91,89,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,47,The Purple People Eater,Sheb Wooley,The Purple People EaterSheb Wooley,1,24,24,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,85,The Wizard,Jimmie Rodgers,The WizardJimmie Rodgers,1,,85,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,32,Think It Over,The Crickets,Think It OverThe Crickets,1,27,27,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,99,Nothing In The World,Nat King Cole,Nothing In The WorldNat King Cole,1,,99,1
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,2,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré)Domenico Modugno,1,54,2,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,6,My True Love,Jack Scott,My True LoveJack Scott,1,8,6,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,7,Hard Headed Woman,Elvis Presley With The Jordanaires,Hard Headed WomanElvis Presley With The Jordanaires,1,4,4,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,9,Just A Dream,Jimmy Clanton And His Rockets,Just A DreamJimmy Clanton And His Rockets,1,12,9,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,12,If Dreams Came True,Pat Boone,If Dreams Came TruePat Boone,1,14,12,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,13,Fever,Peggy Lee,FeverPeggy Lee,1,10,10,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,14,Little Star,The Elegants,Little StarThe Elegants,1,18,14,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,15,Ginger Bread,Frankie Avalon,Ginger BreadFrankie Avalon,1,11,11,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,16,Everybody Loves A Lover,Doris Day,Everybody Loves A LoverDoris Day,1,19,16,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,19,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up)Patti Page,1,13,13,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,20,Endless Sleep,Jody Reynolds,Endless SleepJody Reynolds,1,17,17,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,22,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,Guess Things Happen That WayJohnny Cash And The Tennessee Two,1,21,21,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,23,For Your Precious Love,Jerry Butler and The Impressions,For Your Precious LoveJerry Butler and The Impressions,1,15,15,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,24,Early In The Morning,The Rinky-Dinks,Early In The MorningThe Rinky-Dinks,1,52,24,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,29,Enchanted Island,The Four Lads,Enchanted IslandThe Four Lads,1,29,29,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,30,Moon Talk,Perry Como,Moon TalkPerry Como,1,37,30,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,40,Early In The Morning,Buddy Holly,Early In The MorningBuddy Holly,1,41,40,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,50,Itchy Twitchy Feeling,Bobby Hendricks,Itchy Twitchy FeelingBobby Hendricks,1,61,50,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,56,Leroy,Jack Scott,LeroyJack Scott,1,56,56,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,59,"No Chemise, Please",Gerry Granahan,"No Chemise, PleaseGerry Granahan",1,36,36,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,60,I Wonder Why,Dion & The Belmonts,I Wonder WhyDion & The Belmonts,1,47,47,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,66,High School Confidential,Jerry Lee Lewis And His Pumping Piano,High School ConfidentialJerry Lee Lewis And His Pumping Piano,1,63,63,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,71,Midnight,Paul Anka,MidnightPaul Anka,1,76,71,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,72,Little Mary,Fats Domino,Little MaryFats Domino,1,95,72,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,74,Kathy-O,The Diamonds,Kathy-OThe Diamonds,1,45,45,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,75,Let's Go Steady For The Summer,The Three G's,Let's Go Steady For The SummerThe Three G's,1,55,55,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,77,Jennie Lee,Jan & Arnie,Jennie LeeJan & Arnie,1,44,44,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,80,Happy Years,The Diamonds,Happy YearsThe Diamonds,1,77,77,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,83,Jealousy,Kitty Wells,JealousyKitty Wells,1,87,83,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,1,Poor Little Fool,Ricky Nelson,Poor Little FoolRicky Nelson,1,1,1,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,3,Patricia,Perez Prado And His Orchestra,PatriciaPerez Prado And His Orchestra,1,2,2,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,4,Splish Splash,Bobby Darin,Splish SplashBobby Darin,1,3,3,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,8,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,Rebel-'rouserDuane Eddy His Twangy Guitar And The Rebels,1,6,6,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,17,One Summer Night,The Danleers,One Summer NightThe Danleers,1,16,16,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,18,Born Too Late,Poni-Tails,Born Too LatePoni-Tails,1,26,18,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,25,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,Somebody Touched MeBuddy Knox with the Rhythm Orchids,1,38,25,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,26,Are You Really Mine,Jimmie Rodgers,Are You Really MineJimmie Rodgers,1,93,26,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,27,Do You Want To Dance,Bobby Freeman,Do You Want To DanceBobby Freeman,1,20,20,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,28,A Certain Smile,Johnny Mathis,A Certain SmileJohnny Mathis,1,22,22,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,33,Rock-in Robin,Bobby Day,Rock-in RobinBobby Day,1,35,33,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,34,Bird Dog,The Everly Brothers,Bird DogThe Everly Brothers,1,92,34,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,35,Stupid Cupid,Connie Francis,Stupid CupidConnie Francis,1,72,35,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,36,Blue Blue Day,Don Gibson,Blue Blue DayDon Gibson,1,32,32,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,38,Chantilly Lace,Big Bopper,Chantilly LaceBig Bopper,1,31,31,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,39,Angel Baby,Dean Martin,Angel BabyDean Martin,1,30,30,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,41,Secretly,Jimmie Rodgers,SecretlyJimmie Rodgers,1,28,28,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,44,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,Betty Lou Got A New Pair Of ShoesBobby Freeman,1,78,44,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,45,Blue Boy,Jim Reeves,Blue BoyJim Reeves,1,89,45,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,46,Come Closer To Me (Acercate Mas),Nat King Cole,Come Closer To Me (Acercate Mas)Nat King Cole,1,53,46,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,49,Come What May,Clyde McPhatter,Come What MayClyde McPhatter,1,43,43,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,52,Summertime Blues,Eddie Cochran,Summertime BluesEddie Cochran,1,84,52,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,53,Over And Over,Bobby Day,Over And OverBobby Day,1,60,53,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,54,Don't Ask Me Why,Elvis Presley With The Jordanaires,Don't Ask Me WhyElvis Presley With The Jordanaires,1,34,34,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,57,That's How Much I Love You,Pat Boone,That's How Much I Love YouPat Boone,1,39,39,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,62,Crazy Eyes For You,Bobby Hamilton,Crazy Eyes For YouBobby Hamilton,1,40,40,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,63,Return To Me,Dean Martin,Return To MeDean Martin,1,48,48,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,65,Padre,Toni Arden,PadreToni Arden,1,63,63,2
http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,69,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,By The Light Of The Silvery MoonJimmy Bowen with the Rhythm Orchids,1,50,50,2
